Il n'y a plus que trois jours () le départ.	正解はavant。jusqu'àは継続的動作を伴う
A Ces deux pays ont ( ) des négociations de paix.  B Son mensonge a sérieusement ( ) son crédit auprès de ses collègues. (13)	entamé 「嘘をついたことで彼(女)は同僚からの信値を大きくそこなった」entamer は、A では「~を開始する、~に着手する」の、また B では「評判などを、そこなう、つける」の意味で使用されています。語源はラテン語の (un) tammare「汚す」に求めうるので B は理解しやすいでしょう。もっとも、さらに掘り下げていくと、おなじくラテン語の tangere 「ふれる (toucher)」にいきつきますので、「ある事柄にふれる」すなわち「ある事柄を始める」という意味か派生するのも、十分に理解できるでしょう。受験者はB から中身をみちひこうとしたためでしょうか、誤答例でもっとも多か ったのは perdu でした。
A Le fermier va ( ) du blé dans son champ.  B Le malfaiteur a réussi à ( ) les policiers. (12)	semer   (3) Aは、「農民はこれから畑に小麦(の種)をまく」という意味になると考えてよさそうです 「(私を)まく」は semer ですが、これを B に入れると Le malfateur a réussi à semer les policiers. 「犯人は警察官たちをうま くまいた」という意味となり、きちんと文意が通ります。 semer に、「~をまく、追い払う、引き離す」という意味があることを知っておく必要があり、 かなりの難問かもしれません。仮にA から、récolter、cultiver などを思い ついても、Bで文意が通らないので、考え直す必要があります。
A C'est notre professeur qui a ( ) ce différend. B Les Français ont ( ) la tête à Louis XVI. (11)	tranché (4) B Les Français ont ( ) la tête à Louis XVI.「フランス人たちはルイ16世の首を切った」という文意が想定されることから、まず思いつく のか couper(coupsé)です。ところが、これは A C'est notre professeur qui a () ce différendに挿入しても意味をなしません。différend は「意見の対立、もめごと」の意ですから、この両者に入るのは、trancher (tranché) し かありえません、第一義は「(ものや身体の部分を)断ち切る」ですからB にはぴったりです。第二義として、「(困難なとを一刀両断に)解決する」の 意味が派生するので、A「このもめことを(スパッと)解決したのはわれわれの先生だ」となり一件落着です。ちなみに、différendも、 形容詞の différent(e, s) も、ラテン語の differre 「ことなる、分離させる」に由来し、「意見がことなると、もめごとが起きて分裂する」という理屈です。
A Il faudrait faire un classement ( ) et donc irréfutable de ces insectes.  B Maxime est un menteur ( ), il ne dit jamais la vérité. (15)	systématique   A では「昆虫」の話をしているので、classement は「分類」の意であ ることかわかります。irréfutable は「異論の余地のない」で、これと空欄部 分が置されていることから、空間に入りそうな形容詞として、「系統立った」という意味の systématique が浮かびます。これをBにあてはめると、 un menteur (systématique) 「常習的な(微底した)嘘つき」となってうまくいきます。文意は、A が「これらの昆虫の体系的で、したがって異論の余地のない分類をおこなわなければならない」、B が「Maxime は嘘つきの常習者で、けっして本当のことを言わない」となり、B では systématique が「微底した、一貫した」の意で用いられていることになります。
A Malgré les apparences, notre débat n'est pas toujours () B On doit appliquer un pansement ( ) sur sa blessure. (14)	stérile A では「われわれの議論」がどのようなものだと述べられているのでしょうか。malgré les apparences「見かけに反して」という言い方から予想されるのは、「無駄な(ものではない)」「内容のない(ものではない)」とい った意味の語ですが、inutile、superflu、creux、vide、stérile 等、さまざまな形容詞が考えられるなかで、B にも該当するのは、「不毛な」のほかに「殺菌された」という意味でも用いる stérile しかありません。A は「見かけに反して、われわれの議論はかならずしも不毛なものではない」、B は「傷口には滅菌ガーゼをあてなければならない」の意になります。
A Jean s'est toujours montré ( ) et honnête avec moi.  B Le colis a été envoyé ( ) de port.  (13)	franc A Jean s'est toujours montré ( ) et honnête avec moi. Id, Jean が「私」に対してどのような態度を示していたかを述べた文で、空欄には honnéte「誠実な」とならんで形容詞が入ることが予想できますが、この文だけではそれ以上の見当はつきません。一方、B の Le colis a été envoyé ( ) de port. を見ると、「小包を送った」という話なので、文末の port が「送料」の意味になることがわかります。ここから franc de port 「送料支払い済みの (送り主負担の)」という表現に思いいたれば、A では同じ形容詞 franc が「率 直な」の意味で用いられていることになり、A の文意を「Jean は私に対していつも率直で誠実にふるまった」と確定することができます。franc de port は(受 け取る側から見て)「送料がかからない」という意味の定型表現ですが、こうした franc の用法については、boutique franche 「免税店」 や zone franche 「免税区」など、「税金がかからない」という意味の類似表現からある程度類推 できるかもしれません。
A Mes enfants ne veulent pas manger des légumes ( ) en entrée.  B Ses propos( ) ne vous choquent-ils pas quelquefois ? (11)	crus (4) A の légumes「野菜」は en entrée「アントレ(前菜)に」出されるとあるので、Iégumes crus 「生野菜」または légumes chauds「温野菜」といっ た言い方が思い浮かびます。このうち、chauds では B の propos「ことば、 言い方」とは結びつきませんが、一方の propos crus は「あけすけな言い方」 となって文意が通ります。Aは「子どもたちは前菜に生野菜を食べたがらないい」、B は「彼(彼女)のあけすけな言い方にときどきびっくりしませんか」の意です。ただし、この問題にはいくつか別解があり、amers 「辛い、辛辣な」、froids「冷たい、そっけない」、salés「塩味の/きわどい(露骨な」 verts 「緑の、手厳しい」などでA、B2つの文が成立します。つまり、味覚を示す語は、しばしばことばの性格を表わす比喩にもなり、「食べもの」 と「ことば」に共通して用いることができる形容詞が多いのは、その意味では偶然ではないと言えそうです。
A Elle a une voix qui a un ( ) extraordinaire.  B Il a oublié de coller un ( ) fiscal sur ce  document. (15)	timbreBでは、空欄につづく形容詞 fiscal と動詞 coller「貼る」から、timbre fiscal「収入印紙」という言い方が思い浮かびます。この timbre が A では 「(声の)響き」という意味で用いられていることになり、文意はそれぞれ、A「彼女の声はすばらしいきた」、B 「彼はこの書有に収入印紙を貼り忘れた」となります。
A La ( ) tragique de ce film m'a profondément déprimé.  B Le Sénat oppose une ( ) de non-recevoir à cette proposition. (13)	fin A では la fin tragique de ce film 「この映画の悲劇的な結末」という言い方が容易に予想できます。問題はBですが、fin de non-recevoir はもともとは「(請求の)不受理」を示す法律用語で、一般に「中絶」の意味で用います(Il n'a opposé une fin de non-recevoir. 「彼は私の要求をきっぱりと拒んだ」(「小学館ロベール仏和大辞典))。Aは「この映画の悲劇的な結末にひどく気が沈んだ」、Bは「上院はこの提案に拒否回答をつきつけた」の意で、 Aから予想されるscèneは、Bには該当しません
A Pour l'atterrissage, nous vous prions de relever le ( ) de votre siège. B Zoé prépare son ( ) de candidature pour une école de commerce. (12)	dossier   A では「着陸にそなえて座席の背もたれを元の位置にもどしてください」という文意が予想されることから、すぐに思いつくのは、「背中、(いすの)背」を意味する dos でしょう。ところが B の文の内容は、「Zoéは商業学校の ( ) de candidature を準備している」というもので、こちらには dos は該当しそうにありません。正解は dos から派生した dossier で、A で はこれが「背もたれ」、B では candidature 「出願」に必要な「書類一式」の 意味で用いられており、dossier de candidature は日本語でいう「願書」にあ たります。 B の「一件書類」という語義は、dos d'un livre「書物の背」から派生したものですが、この問題の dos と dossier のように、1つの語を出発点に して、派生関係にある語をたどるのも、多義語の問題の解法の1つと言えそうです。
A Mon ami Roger est innocent, il est au-dessus de tout () ! B Simone a mis un ( ) de rouge sur ses lèvres. (11)	soupçon  A の innocent「無実である」から、être au-dessus de tout soupçon 「いささかの疑義もない」という言い方を予想することができます(「友人の Roger は無実だ。彼には少しの疑いもかけようがない」)。この soupçonがBでは〈un soupçon de + 無冠詞名詞〉の形で「少量の」という意味で用いられており、B は「Simone はうっすらと口紅を塗った」の意になります。II n'y a pas chez lui un soupçon de vulgarité, pas la moindre. 「彼には下卑た ところが少しもない」(Le Petit Robert)
「もろ手を上げて(歓迎して)」	à bras ouverts
「しかるべき折りに」	en temps voulu
「~を対比する(mettre)」	mettre qc en regard
「~と折り合いをつける」(c)	composer avec
「~のゆえに」	attendu
「~によって、〜と引きかえに」	moyennant
「~を過ぎると」	passé
「~に関する」	touchant
「~なので、~を考慮に入れて」	vu
« Défense de fumer, ( ) peine d'amende »	« Defense de fumer. (sous) peine d'amende » 「禁煙、逆反者は罰金に処す」  sous peine de 「(違反の場合)~の罰を受ける条件で」という意味の成句的表現が問われています。この sous は、「条件・理由」を示し、たとえば sous prétexte de maladie「病気という口実で」なども同じ用法になります。
Les kangourous avancent ( ) bonds.	Les kangourous avancent (par) bonds.「カンガルーは飛び跳ねながら進む」 bond「跳躍」の複数形を前置詞 par と組み合わせた表現です。この bond は英語の bound にあたります。したがって、faux bond が「イレギュラーバウンド」だと理解するのは困難ではないでしょう。d'un (seul) bond は「ひと飛びで、一挙に」の意で用います。
Tu traceras la ligne de coupe ( ) pointillé.	Tu traceras la ligne de coupe (en) pointille.「切り取り線は点線でかいて(引いて)ね」 いわゆる「様態や手段」を示す en の用法で、en espèce「現金で」、en avion「飛行機で」なとと同様の使い方となります。
( ) ce, le président est parti.	(Sur) ce, le président est parti. 「そこで、会長は立ちまった」   「時間的関係」を示す sur の用法の一つです。「これを機に、この機会に」 が原意ですが、sur ce は、「そこで、そう言うと」などの意味で読旬的に使われる表現です。
Ce roman a été tiré ( ) dix mille exemplaires.	Ce roman a été tiré (à) dix mille exemplaires. 「この小説は１万部が発行された」 前置詞àは、ここでは数詞をともなって「値段、評価、数量」を示す役割 をはたしています。たとえば、le menu à 50 euros 「50 ユーロのコース(定食)」、Cette écharpe est à 70 euros.「このスカーフは 70 ユーロする」なども同じ用法です。
Les ouvriers ont laissé leur chantier ( ) l'état : il y a des outils partout.	Les ouvriers ont laissé leur chantier (en) l'état : il y a des outils partout. 「作業員たちは工事現場をそのまま放置した。道具があちこちに散らばっている」   en l'état で「現状のままに、そのままに」という意味の熟語表現となります。前置詞 en のあとには無冠詞名詞がつづくのが一般的ですが、このように定冠詞をともなう名詞とともに慣用表現を作る場合もあります。なお、定冠詞をともなわない en état de + inf は「〜できる状態の」という意味で用いられます(Elle est déjà en état de marcher.「彼女はもう歩ける状態にある」)。この反対はhors d’état de + inf. 「~である状態にない」で、Cette voiture est hors d’état de rouler.は「この車は走行できる状態にない」の意味です。
Vos développements sont convaincants, mais la fin tombe ( ) le ridicule.	Vos développements sont convaincants, mais la fin tombe (dans) le ridicule. 「あなたの論理には説得力があるけれども、結論はお笑い種ですね」   tomber dans le ridiculeは「もの笑いの種になる」という慣用表現で、一般に<tomber en+無冠詞名詞 >, < tomber dans + 定冠詞をともなう名詞)で「〜の状態に陥る」という意味の熟語表現を作ります。tomber en défaillance「気絶する」、 tomber dans l'erreur「あやまちにおちいる」、tomber dans l’oubli「忘れ去られる」などがその例です。
( ) temps de neige, les personnes âgées doivent éviter de sortir.	(Par) temps de neige, les personnes âgées doivent éviter de sortir.  「雪が降っているときには、お年寄りは外出をひかえるべきである」   前置詞par のあとに天候表現や時間表現がつづくと、「~のとき、〜のさなかに」という意味になります。par temps de pluie 「雨の日に」、beau matin d'été「ある夏の朝に」などのほか、comme par le pessé「従来どおりに」のような用法も可能です。
Elle est venue m'aider ( ) une généreuse rétribution.	Elle est venue m'aider (moyennant) une généreuse rétribution.  「彼女は見返りを求めずに助けにきてくれた」   moyennant 「~によって、〜と引きかえに、~のおかげで」という前置詞を知っているか否かがポイントとなる設問です。「寛大なる報酬と引きかえ に」とはつまり「報酬を求めずに」と同義になるわけです。このほかに、 moyennant finance「お金と引きかえに、お金を払って」、moyennant un effort important 「おおいなる努力のおかげで」などのように使うこともできます。見慣れない前置詞かもしれませんが、語義が限定されている分、解答は容易かもしれません。
Je vous le dis ( ) toute objectivité.	Je vous le dis (en) toute objectivité. 「ごく客観的な立場からそう申しているのですよ」状態を表わす前置詞 en を使って副詞的表現を作る言い方で、être en danger「危険な状態にある」、voyager en groupe「団体で旅行する」なども同じ用法です。
Mettez-vous en rang ( ) deux.	Mettez-vous en rang (par) deux.「2人ずつ並んでください」  「〜につき、〜ごとに」という意味の配分の par の機能を訊く設問です。おもな用例として、partager A par moitié「A を半分ずつに分ける」、plusieurs fois par semaine 「週に何度も」、entre deux par deux 「二人ずつ入る」などがあげられます。
( ) quel esprit avez-vous fondé cette association ?	(Dans) quel esprit avez-vous fondé cette association ? 「どのような目的でこの部分をしたのですか」 状況や様態を表す dansの用法で、たとえばdans ces conditions「これらの条件で(は)」で使用される dans と同じです。 《dans un esprit + 形容詞) ないしは《dans un esprit de + 無冠詞名詞)で、「~の精神により」,「~の (な)目的を抱いて」という意味の成句になり、dans un esprit constructif は 「建設的な精神で」の意です。
Je me demande si, ( ) son habitude, il acceptera mon invitation.	Je me demande si, (à) son habitude, il acceptera mon invitation.「彼がいつものように私の招待に応じるかどうかはわからない」 à son habitude 「いつものように、習慣で」という意味の慣用表現を問う問題です。選択肢にはありませんが、前置詞はàのほか、selon son habitude、 suivant son habitude としても同しです。àは、ここでは「適合」(「~に沿って、〜のとおりに」)の意を示し、faire à son idée「自分の考えどおりにする」、agir a son gré「好きなようにふるまう」なども同じ用法になります。
Le gouvernement a dû composer ( ) la situation économique.	Le gouvernement a dû composer (avec) la situation économique.   「政府は経済的な状況と妥協しなければならなかった」 composer avec qn / qc は「~と妥協する、折り合いをつける」という意味で、composer avec l'ennemi 「敵と和解する」、composer avec sa conscience 「良心を曲げる」のように用います。composerは「作る、構成する」という意味の他動詞としての用例を思い浮かべることが多く、この問題のような間接他動詞としての用法は盲点になりがちです。
Le maire est encore revenu ( ) sa parole.	Le mairc est encore revenu (sur) sa parole.「市長はまた前言を取り消し た」 revenir sur qc は「(約束などを)取り消す、前言をひるがえす」という意味で用います。 II ne reviendra pas sur sa décision. 「彼が自分の決定をくつがえすことはないだろう」などがその一例で、Ne revenons pas sur le passé, は「昔の話を蒸し返すのはやめておこう」、revenir sur le compte de in は「~ についての意見を変える」の意になります。
Mine ( ) rien, il a 92 ans.	Mine (de) rien, il a 92 ans.「そうは見えないが、彼は 92 歳だ」 mineはここでは「顔つき、ようす」を示し、mine de rien は一般に「それとなく、なにくわぬ顔で」の意で用いられます。この問題では「顔つき」 というより「ようす、外見」に近く(sans en avoir l'air の意)、日本語では「そうは見えないが」(そんなようすはないが)といった訳が適当でしょう。 また、「外見」に「偽りの」というニュアンスが加わると「見せかけ」という意味になり、faire mine de + inf. は「~のふりをする」の意で用いる表現です。Il a fait mine de ne rien comprendre. 「彼はなにもわからないふりをした」
「京都議定書」	le protocole de Kyoto
「鳥インフルエンザ」	la grippe aviaire
「生体認証」	l’identification biométrique
「代理母」	une mère porteuse
「単親家族」	une famille monoparentale
「再生可能エネルギー」	une énergie renouvelable
「脱税」	la fraude fiscale
「インサイダー取引罪」	un délit d'initié
「累進税」	l’impôt progressif
「通貨供給量」	la masse monétaire
「源泉徴収」	une retenue à la source
「会計年度」 fiscalではない	exercice comptable
「サイバー攻撃」	une attaque informatique
マネーロンダリング	「マネーロンダリング」は le (blanchiment) d'argent といいます。「ロンダリング」 laundering は「洗浄」の意で、日本語でも「資金洗浄」という言い方がありますが、フランス語では、動詞 blanchir の派生語 blanchiment を用いて、「資金の漂白」という言い方をすることになります。「ロンダリン グ」、「洗浄」をそのままフランス語に移した lavage は誤答、また、同じblanchir の派生語でも、blanchissement は「嫌疑をはらすこと、無実の証明」という別の意味で用いる名詞です。
補正予算案	「補正予算案」は le (collectif) budgétaireといいます。日本語の発想法をそのままフランス語にあてはめた誤答例、たとえば supplément、 complément、plan、projetなどが多く見うけられました。なお、名詞の collectif 1語だけでも「補正予算案」を意味しうる点に注意しましょう。
累積債務国	「累積債務国」は、un pays (surendetté)となります。sur(過剰に)+ endetté(借金のある)から作られた語彙です。たとえば、「設備投資が過剰で、 累積債務がある企業」は entreprise suréquipée et surendettéeとなります。 最近では名詞形の surendettement もよく目にします。
核抑止力	「核抑止力」はフランス語では la (dissuasion) nucléaire といいます。 dissuasion は「思いとどまらせること」が原義で、肯定的な説得を意味するpersuasion とは逆の意味になります。動詞では、それぞれ dissuader「思いととまらせる」と persuader「説得する」に対応し、dissuader から派生した形容詞 dissuasif も「抑制(止)する」という意味で用いることができます。 La peine de mort a-t-elle un effet dissuasif ?「死刑には（犯罪の）抑止効果があるだろうか
上場企業	「上場企業」は une entreprise (cotée) en Bourse といいます。証券や為替などの公定相場を la cote といい、その動詞形 coterは「(証券や為替など) に相場をつける」の意味で用います。colé は coter の過去分詞が形容詞化したものですが、問題文の「上場されている」のほか、「評価が高い」という意味で使うこともできます。Cette gamme est bien cotée. 「この銘柄は評判がいい」
初期設定	le réglage par (défaut)  最近では、同じ意味で英語のdefault「デフォルト」 を用いることも多く、「初期設定」という原義を離れ、「標準仕様」一般を指す日常語と化した観もあります。フランス語では le réglage par (défaut)ですが、英語と形が似ているのは当然で、英語の default自体、もともとは defaut の古形 defaute に由来します。いずれにしても、日本語の「初期設定」 を「デフォルト」で置きかえることができれば、そこから正解の défaut まではほんの1歩の距離にすぎません。
ニンニク1片	「ニンニク1片」は une (gousse) d'ail といいます。gousse は球根を作っている鱗状の実を指し、gousse de vanille「バニラの実」のようなものについても用います。あまり見慣れない語ですが、料理関係の本やサイトを見れば、 « Comment éplucher facilement les gousses d'ail ? » 「ニンニクの皮を簡単にむくには」のように、「ニンニクの実」については、かならず gousse という言い方をすることがわかります。
タッチパネル	「タッチパネル」は un écran (tactile) といいます。tactile は「tact 「触覚」 にかかわる」が原義で、動詞の toucher とも派生関係にあります。ちなみに、名詞の tact は「機転」の意でも用いられ、avoir du tact 「機転が利く」、agir avec tact 「そつなくふるまう」などの慣用句を作ります。
格付け社会	「格付け社会」une agence de (notation)といいます。noter 「採点する、評価する」という動詞と派生型にある notation を使います。これもきまった言い方で、classement、classification などは、誤答となります。
ジェットコースター	「ジェットコースター」は les (montagnes) russes といいます。なぜ「ロシアの山々」なのか。それは 16世紀のロシアの山地で、ジェットコースターの祖先が「発明」されたからです。当時は、山や丘などに、両端がソリ上がり、真ん中が大きく凹んでいる巨大な両面滑り台をこしらえ、ソリなどに乗って、一方から他方へと滑走したわけです。これが、現在のジェットコースターの原型となりました。
「走り幅跳び」	le saut en (longueur)
「急性疾患」	une maladie (aiguë / aigüe)
「抗生物質」	un médicament (antibiotique)
「フライング」	un (faux) départ
par étapes VS en étapes	par étapes:段階的に、順を追って (= d'étaps en étaps) en étapes:
2011年度春季実用フランス語技能検定試験 [2](4) A Qui pourrait () notre équipe de football d'une manière intensive? B Son oncle s'est laissé () dans des affaires louches.	entraîner    entraîner   5. Amener quelqu'un, par une pression morale, par la séduction ou l'exemple, à agir, à s'engager dans une voie qu'il n'a pas délibérément choisie ; pousser : Se laisser entraîner par les autres. Synonymes :   attirer - convaincre - décider - déterminer - engager - persuader - pousser
2011年度春季実用フランス語技能検定試験 [4](1) 給与明細	une fiche de paie
"2017年春季実用フランス語検定1級 (1) La réaction du gouvernement a été incroyablement ""bête""."	(1) La réaction du gouvernement a été d'une bêtise incroyable.
"2017年春季実用フランス語検定1級 (2) Le contrat de travail ne peut pas ""être rompu"" en cas de participation à une grève."	(2) La participation à une grève ne peut pas constituer une rupture du contrat de travail.
"2017年春季実用フランス語検定1級 (3) Mon grand-père a souvent plusieurs doigts ""engourdis""."	(3) Mon grand-père souffre d'un engourdissement fréquent de plusieurs doigts.
"2017年春季実用フランス語検定1級 (4) On va ""fouiller"" vos bagages à la frontière."	(4) Vos bagages vont être soumis à une fouille à la frontière.
2017年春季実用フランス語検定1級 (1)  A : À 50 ans, il garde la (     ) en jouant souvent au tennis. B : Certains députés ont été sanctionnés pour s'être opposés à la (     ) de leur parti.	(1) ligne
2017年春季実用フランス語検定1級 (2) A : Cet homme est fait pour le sport ; il est (     ) en athlète. B : Il n'aime pas utiliser un crayon (     ) en pointe.	(2) taillé 鉛筆削り (Taille-crayon)
2017年春季実用フランス語検定1級 (3) A : Elle a déjà commencé à (     ) son violon pour son prochain concert. B : Le remords de son crime n'a cessé de le (     ).	(3) travailler   travailler Tourmenter ; soumettre à une gêne ; causer de la peine ; torturer psychologiquement.
2017年春季実用フランス語検定1級  (4) A : Le pays a (     ) trop loin le protectionnisme.B : Mon père a (     ) un cri quand il s'est cassé la jambe.	(4) poussé
2017年春季実用フランス語検定１級 (1) Ils ont arrêté leur choix ( ) le prénom Claude pour leur bébé.	(1) 8 sur
2017年春季実用フランス語検定1級 (2) Je te prends (     ) témoin de mon innocence.	(2) 1 à  prendre à témoin Invoquer le témoignage de quelqu’un, le sommer de déclarer ce qu’il sait 証言する
2017年春季実用フランス語検定1級 (3) L'activité manufacturière a renoué (     ) la croissance en 2016.	(3) 2 avec
2017年春季実用フランス語検定1級 (4) Sa sœur a échoué (     ) excès de confiance.	(4) 6 par
2017年春季実用フランス語検定1級 (1) 幹細胞	une cellule souche
2017年春季実用フランス語検定1級 (2) 公金横領	le détournement de fonds publics
2017年春季実用フランス語検定1級 (3) タックスヘイブン	un paradis fiscal
2017年春季実用フランス語検定1級 (4) 福祉国家	l'État providence
2017年春季実用フランス語検定1級 (5) 水玉のスカート	une jupe à pois
2017年春季実用フランス語検定1級 危険がある、危険を冒す、risquerと同じ意味	courir le risque
2021年秋季実用フランス語検定準1級 [1] Leur prononciation n'est pas du tout parfaite! Leur façon de prononcer est loin de la ()!	perfection
2021年秋季実用フランス語検定準1級 [1] Si je lui fais confiance, c'est parce qu'elle est aimable. Son () m'a poussé à lui faire confiance.	aimabilité  amicalitéなんて単語ないよ
2021年秋季実用フランス語検定準1級 [3]信用取引	l'achat à credit  la vente à tempéramentとも言う
2009年春季実用フランス語検定1級 (2) Je regrette qu'il ait réagi mollement à ma proposition. (09)	(2) La mollesse de sa réaction à ma proposition me déçoit.  「私の提案に対し、彼がてきぱきと反応してくれなかったことを残念に思う」と意訳できます。 mollement から名詞の mollesse に到達できるか否かが第一関門です。その後いかに名詞構文を作るかがキーボイントになります、解答例のように la mollesse de sa réaction a ma proposition を主部にすれば、decevoir など regretterを言いかえる動詞を思いつく必要が生じます。あるいは、avec mollesseを用いてJe regrette qu'il ait réagi avec mollesse à ma proposition という、問題文と同じ構文を使うことも可能です。なお、-ment で終わる副詞から、形容詞、さらには名詞にまでさかのぼる練習を常日ごろ心がけたい（例：lentement → lent(e) → lenteur; poliment → poli(e) → politesse : certainement → certain(e). → certitude; énormément → énorme → énormité; aveuglément → aveugle → aveuglement)。
2009年春季実用フランス語検定1級 (3) Notre société sera obligée de licencier une dizaine de personnes.	(3) Notre société sera obligée de procéder au licenciement d'une dizaine de personnes.    「私たちの会社は10人ほどの従業員を解雇せざるをえなくなるだろう」という文です。動詞 licencier「解雇する」に対応する名詞は licenciement です。これを licenceとしてしまうと、「学士号、許可、ライセンス」ないしは「勝手気まま、放埒」を意味する別の単語になってしまいますので、明確に区別してください。さて、licenciement 「解雇」を「おこなう」という意味になる表現ですが、procéder au licenciement、recourir au licenciement、effectuer le licenciement、se résoudre au licenciement などが考えられます。なお、 faire le licenciement、exécuter le licenciement のような言い方はありません ので、注意してください。
2009年春季実用フランス語検定1級 (5) Selon eux, il est absolument opportun d'intervenir.	(5) Ils croient absolument à l'opportunité d'une intervention.  「彼らによれば、今こそ絶対に介入すべきだ」と意訳できます。形容詞 opportun「時宜をえた、 当をえた、都合のよい」の名詞形は opportunité となります。opportunisme は「ご都合主義、日和見主義」の意味ですから注意が必要です。さて、名詞化ができれば、書きかえは比較的簡単です。問題文にならって、selon euxをそのまま用い、Selon eux, I’opportunité d'intervenir est absolue. あるいは、 Selon eux, l'opportunité d'une intervention est absolue. とすれば完成です。さらに構文のレベルをあげて、Selon eux, il est d'une opportunité absolue d'intervenir. と書きかえることも可能ですし、主語を ils にして、IIs croient absolument à l'opportunité d'une intervention. / Ils ne doutent pas da l'opportunité d'intervenir. / Ils sont convaincus de l'opportunité d'intervenir. などとすることも可能です。
2010年春季実用フランス語検定1級(11) Il est trop avare, ça m'énerve.	(11) Son avarice excessive m'énerve.   「彼は大変なケチなので、私はいらいらしてしまう」という意味の文です。avare から名詞の avarice を思いつくのは意外と手間どるかもしれません。さて、ここでの書きかえの可能性は複数考えられますが、まさに avarice を主語にした文を工夫してみましょう。動詞は énerver がそのまま使えそうです。次に「大変なケチ」の「大変な」にあたる形容詞ですが、excessive、exagérée、démesurée などが適切でしょう。以上から、 avarice excessive m'énerve. といった文ができあがります。 以上の形容詞が思いつかない場合は、Sa trop grande avarice m'énerve. とすることも可能です。また、主語を il にして、Il m'énerve avec son avarice exagérée は Il m’énerve avec son trop d'avarice. と書き換えることも可能です。
2010年春季実用フランス語検定1級 (12) Vous arrivez ponctuellement au bureau et la directrice est contente.	(12) La directrice est contente que vous arriviez au bureau avec ponctualité.  「あなたが時間どおりに出勤してくるので、部長は満足している」と意訳できます。副詞 ponctuellement の 名詞は ponctualite です。主語は la directrice の方が、容易に文を組み立てられるでしょう。たとえば、La directrice est contente que vous arriviez au bureau avec ponctualitéという文が考えられます。この場合、主文の La directrice est contente (que)...は、気持ちや感情を示すものですので、従属節は que vous arriviezのように接続法にせねばなりません。それをあえて避けるには、La directrice est contente de la ponctualité de votre arrivée au bureau. あるいは La directrice est contente de la ponctualité avec laquelle vous arrivez au bureau.なども考えられます。
2009年春季実用フランス語検定1級 (1) A À la mi-temps, la ( ) est de deux buts à zéro.  B Quoique inachevé, le morceau porte la ( ) de ce compositeur. (09)	A「ハーフタイムの時点で、( )は2対0である」という意味で、スポーツにおける得点が問題となっていることは容易に察しがつきます。そこで「スコア」を意味する marque を候補として他方の文に「代入」してみると、B Quoique inachevé, le morceau porte la (marque) de ce compositeur. 「未完成ながらも、その作品にはこの作曲家の特徴が明確に刻印されている」という意味になり、めでたく文意が通じます。marque には、「あるものを特徴づける側面、あるもののなごりや影響」といった意味があることに注意しましょ う。なお、marque は元来「印」という意味であり、その「印」がめだつと、 grande marque 「有名(高級)ブランド」 や produits de marque 「ブランド品」となることも復習しておきたいところです。
2009年春季実用フランス語検定1級 (4) Doit-on ( ) les élèves quand ils disent des gros mots ? Elle a oublié de () ses affaires en partant.	B「彼女は出かける際に、(いったん出した)自分の身のまわりの品を(　)のを忘れてしまった」となり、「ふたたび持っていく」、「持ち帰る」などを意味しうる reprendre が候補として浮かびます。この reprendre という動詞に、「叱る、非難する、とがめる」の意味があることを知っていれば、A Doit-on (reprendre) les élèves quand ils disent des gros mots ? 「生徒たちが下品なことばを使った場合、彼らを叱るべきだろうか」とぴったり収まり解決します。 reprendre のこの意味での類義語として、critiquer、blamer、réprimender、 corriver などがあげられます。なお、こうした意味で使われる reprendreは 予想以上にひんぱんに使われますので、辞書でよく確認しておいてください。
2010年春季実用フランス語検定1級 (5) A Ici, la terre est ( ), elle ne donne que de maigres récoltes.  B Sylvie a oublié que ses amies l'ont aidée. Elle est vraiment ()	B 「Sylvieは友人たちが彼女を助けたのを忘れている。彼女は本当に ( )だ」という文意から、「恩知らずな、忘恩の」という形容詞の女性 形だと見当がつきます。そこで ingrate が念頭に浮かびます。問題は A で、 「ここでは土地は(　)ので、たいした収穫に期待できない」ほどの意味になります。つまり、（ 　）内には「不毛な、やせ細っている」を意味する語が入るはずです。La Petit Rothern をひくと、2つ目の意味にQui ne dédommage guère de la peine qu'il donne, des eflorts qu'il coûte 「苦労や努力にほとんど報いない」という語義がみつかり、その類義語として、 infructeux「実を結ばない、収穫の少ない」、stérile「不妊の、不毛の」などが見いだせます。つまり「ここでは土地は(不毛)なので」とうまくつじつまが合うことがわかります。したがって ingreate が正解になります。かなりの難問です。ただ、この語の構成要素 - grat(ul) - が、ラテン語の gratus 「感謝する、感謝に値する」にさかのぼることをおさえておけばingrat(e) (ingratus) が、「人ないしものに感射できない状態」という同一の発想にくくられることがわかるでしょう。
2010年春季実用フランス語検定1級 (6) A Elles sont toutes les deux de la même ( ) sociale. B Il faut changer la ( ) du bébé.	A「彼女たちはふたりとも同じ社会( )の出身だ」というおおよその意味がわかるので、「階層、階級」を意味する語が入ると見当をつけ、 もともと「層」を意味する couche が候補となるでしょう。この語に「おむつ」の意味もあることを知っていれば、B「赤ちゃんのおむつを替えなければならない」という意味になり、ぴったりあてはまります。「おむつ」が無数の生地の「層」から成っている、と考えれば、両者は発想源でつながっていると言えなくもないでしょう。理屈はともかく、この「おむつ」の意味の couche を覚えてしまいましょう。
